Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
802-43-8934;A;Yangon;Normal;Male;Home and lifestyle;18.28;1;0.914;19.194;3/22/2019;15:05;Credit card;18.28;4.761.904.762;0.914;08.Mar
560-30-5617;B;Mandalay;Normal;Female;Sports and travel;24.77;5;61.925;1.300.425;3/24/2019;18:27;Cash;123.85;4.761.904.762;61.925;08.May
319-74-2561;A;Yangon;Member;Female;Electronic accessories;94.64;3;14.196;298.116;2/21/2019;16:55;Cash;283.92;4.761.904.762;14.196;05.May
549-03-9315;B;Mandalay;Normal;Male;Fashion accessories;94.87;8;37.948;796.908;02.12.2019;12:58;Ewallet;758.96;4.761.904.762;37.948;08.Tem
790-29-1172;B;Mandalay;Normal;Female;Food and beverages;57.34;3;8.601;180.621;03.10.2019;18:59;Credit card;172.02;4.761.904.762;8.601;07.Eyl
239-36-3640;B;Mandalay;Normal;Male;Electronic accessories;45.35;6;13.605;285.705;1/31/2019;13:44;Ewallet;272.1;4.761.904.762;13.605;06.Oca
468-01-2051;B;Mandalay;Normal;Male;Food and beverages;62.08;7;21.728;456.288;03.06.2019;13:46;Ewallet;434.56;4.761.904.762;21.728;05.Nis
213-72-6612;A;Yangon;Normal;Male;Food and beverages;43.25;2;4.325;90.825;3/20/2019;15:56;Cash;86.5;4.761.904.762;4.325;06.Þub
746-68-6593;C;Naypyitaw;Member;Female;Sports and travel;87.16;2;8.716;183.036;01.11.2019;14:29;Credit card;174.32;4.761.904.762;8.716;09.Tem
583-72-1480;C;Naypyitaw;Member;Male;Electronic accessories;37.06;4;7.412;155.652;1/31/2019;16:24;Ewallet;148.24;4.761.904.762;7.412;09.Tem
466-61-5506;B;Mandalay;Member;Female;Electronic accessories;90.7;6;27.21;571.41;2/26/2019;10:52;Cash;544.2;4.761.904.762;27.21;05.Mar
721-86-6247;A;Yangon;Normal;Female;Home and lifestyle;63.42;8;25.368;532.728;03.11.2019;12:55;Ewallet;507.36;4.761.904.762;25.368;07.Nis
289-65-5721;B;Mandalay;Normal;Female;Fashion accessories;81.37;2;8.137;170.877;1/26/2019;19:28;Cash;162.74;4.761.904.762;8.137;06.May
269-04-5750;B;Mandalay;Member;Male;Fashion accessories;73.82;4;14.764;310.044;2/21/2019;18:31;Cash;295.28;4.761.904.762;14.764;06.Tem
157-13-5295;A;Yangon;Member;Male;Health and beauty;51.94;10;25.97;545.37;03.09.2019;18:24;Ewallet;519.4;4.761.904.762;25.97;06.May
645-78-8093;A;Yangon;Normal;Female;Sports and travel;93.14;2;9.314;195.594;1/20/2019;18:09;Ewallet;186.28;4.761.904.762;9.314;04.Oca
211-30-9270;C;Naypyitaw;Normal;Male;Health and beauty;17.41;5;43.525;914.025;1/28/2019;15:16;Credit card;87.05;4.761.904.762;43.525;04.Eyl
755-12-3214;C;Naypyitaw;Member;Female;Fashion accessories;44.22;5;11.055;232.155;03.05.2019;17:07;Credit card;221.1;4.761.904.762;11.055;08.Haz
346-84-3103;B;Mandalay;Member;Female;Electronic accessories;13.22;5;3.305;69.405;03.02.2019;19:26;Cash;66.1;4.761.904.762;3.305;04.Mar
478-06-7835;A;Yangon;Normal;Male;Fashion accessories;89.69;1;44.845;941.745;01.11.2019;11:20;Ewallet;89.69;4.761.904.762;44.845;04.Eyl
540-11-4336;A;Yangon;Normal;Male;Food and beverages;24.94;9;11.223;235.683;01.11.2019;16:49;Credit card;224.46;4.761.904.762;11.223;05.Haz
448-81-5016;A;Yangon;Normal;Male;Health and beauty;59.77;2;5.977;125.517;03.11.2019;12:01;Credit card;119.54;4.761.904.762;5.977;05.Aðu
376-02-8238;B;Mandalay;Normal;Male;Home and lifestyle;93.87;8;37.548;788.508;02.02.2019;18:42;Credit card;750.96;4.761.904.762;37.548;08.Mar
530-90-9855;A;Yangon;Member;Male;Home and lifestyle;47.59;8;19.036;399.756;01.01.2019;14:47;Cash;380.72;4.761.904.762;19.036;05.Tem
604-70-6476;A;Yangon;Member;Male;Fashion accessories;17.94;5;4.485;94.185;1/23/2019;14:04;Ewallet;89.7;4.761.904.762;4.485;06.Aðu
799-71-1548;A;Yangon;Member;Male;Electronic accessories;77.72;4;15.544;326.424;01.07.2019;16:11;Credit card;310.88;4.761.904.762;15.544;08.Aðu
785-13-7708;B;Mandalay;Normal;Male;Food and beverages;73.06;7;25.571;536.991;1/14/2019;19:06;Credit card;511.42;4.761.904.762;25.571;04.Þub
845-51-0542;B;Mandalay;Member;Male;Food and beverages;46.55;9;209.475;4.398.975;02.02.2019;15:34;Ewallet;418.95;4.761.904.762;209.475;06.Nis
662-47-5456;C;Naypyitaw;Member;Male;Fashion accessories;35.19;10;17.595;369.495;3/17/2019;19:06;Credit card;351.9;4.761.904.762;17.595;08.Nis
883-17-4236;C;Naypyitaw;Normal;Female;Sports and travel;14.39;2;1.439;30.219;03.02.2019;19:44;Credit card;28.78;4.761.904.762;1.439;07.Þub
704-11-6354;A;Yangon;Member;Male;Home and lifestyle;58.9;8;23.56;494.76;01.06.2019;11:23;Cash;471.2;4.761.904.762;23.56;08.Eyl
366-93-0948;A;Yangon;Member;Male;Electronic accessories;66.35;1;33.175;696.675;1/31/2019;10:46;Credit card;66.35;4.761.904.762;33.175;09.Tem
729-09-9681;A;Yangon;Member;Male;Home and lifestyle;25.91;6;7.773;163.233;02.05.2019;10:16;Ewallet;155.46;4.761.904.762;7.773;08.Tem
380-94-4661;C;Naypyitaw;Member;Male;Electronic accessories;65.94;4;13.188;276.948;02.07.2019;13:05;Credit card;263.76;4.761.904.762;13.188;06.Eyl
850-41-9669;A;Yangon;Normal;Female;Electronic accessories;75.06;9;33.777;709.317;3/19/2019;13:25;Ewallet;675.54;4.761.904.762;33.777;06.Þub
154-74-7179;B;Mandalay;Normal;Male;Sports and travel;54.45;1;27.225;571.725;2/26/2019;19:24;Ewallet;54.45;4.761.904.762;27.225;07.Eyl
253-12-6086;A;Yangon;Member;Female;Sports and travel;98.4;7;34.44;723.24;03.12.2019;12:43;Credit card;688.8;4.761.904.762;34.44;08.Tem
808-65-0703;C;Naypyitaw;Normal;Male;Home and lifestyle;35.47;4;7.094;148.974;3/14/2019;17:22;Credit card;141.88;4.761.904.762;7.094;06.Eyl
571-94-0759;B;Mandalay;Member;Female;Food and beverages;74.6;10;37.3;783.3;01.08.2019;20:55;Cash;746;4.761.904.762;37.3;09.May
144-51-6085;A;Yangon;Member;Male;Home and lifestyle;70.74;4;14.148;297.108;01.05.2019;16:05;Credit card;282.96;4.761.904.762;14.148;04.Nis
783-09-1637;B;Mandalay;Normal;Female;Sports and travel;67.43;5;168.575;3.540.075;03.06.2019;18:13;Ewallet;337.15;4.761.904.762;168.575;06.Mar
126-54-1082;A;Yangon;Member;Female;Home and lifestyle;21.54;9;9.693;203.553;01.07.2019;11:44;Credit card;193.86;4.761.904.762;9.693;08.Aðu
477-24-6490;B;Mandalay;Normal;Female;Health and beauty;99.71;6;29.913;628.173;2/26/2019;16:52;Ewallet;598.26;4.761.904.762;29.913;07.Eyl
566-19-5475;B;Mandalay;Normal;Male;Fashion accessories;47.97;7;167.895;3.525.795;01.07.2019;20:52;Cash;335.79;4.761.904.762;167.895;06.Þub
376-56-3573;C;Naypyitaw;Normal;Female;Fashion accessories;95.42;4;19.084;400.764;02.02.2019;13:23;Ewallet;381.68;4.761.904.762;19.084;06.Nis
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories;70.99;10;35.495;745.395;3/20/2019;16:28;Cash;709.9;4.761.904.762;35.495;05.Tem
136-08-6195;A;Yangon;Normal;Female;Home and lifestyle;69.96;8;27.984;587.664;2/15/2019;17:01;Credit card;559.68;4.761.904.762;27.984;06.Nis
490-29-1201;A;Yangon;Normal;Female;Sports and travel;15.34;1;0.767;16.107;01.06.2019;11:09;Cash;15.34;4.761.904.762;0.767;06.May
667-92-0055;A;Yangon;Member;Male;Health and beauty;99.83;6;29.949;628.929;03.04.2019;15:02;Ewallet;598.98;4.761.904.762;29.949;08.May
565-17-3836;A;Yangon;Member;Female;Health and beauty;47.67;4;9.534;200.214;03.12.2019;14:21;Cash;190.68;4.761.904.762;9.534;09.Oca
498-41-1961;B;Mandalay;Normal;Male;Health and beauty;66.68;5;16.67;350.07;2/20/2019;18:01;Cash;333.4;4.761.904.762;16.67;07.Haz
593-95-4461;C;Naypyitaw;Member;Male;Home and lifestyle;74.86;1;3.743;78.603;3/24/2019;14:49;Cash;74.86;4.761.904.762;3.743;06.Eyl
226-71-3580;C;Naypyitaw;Normal;Female;Sports and travel;23.75;9;106.875;2.244.375;1/31/2019;12:02;Cash;213.75;4.761.904.762;106.875;09.May
283-79-9594;B;Mandalay;Normal;Female;Food and beverages;48.51;7;169.785;3.565.485;1/25/2019;13:30;Credit card;339.57;4.761.904.762;169.785;05.Þub
430-60-3493;A;Yangon;Member;Female;Home and lifestyle;94.88;7;33.208;697.368;02.03.2019;14:38;Cash;664.16;4.761.904.762;33.208;04.Þub
278-97-7759;A;Yangon;Member;Female;Electronic accessories;62.48;1;3.124;65.604;2/18/2019;20:29;Cash;62.48;4.761.904.762;3.124;04.Tem
316-68-6352;A;Yangon;Member;Female;Food and beverages;36.36;2;3.636;76.356;1/21/2019;10:00;Cash;72.72;4.761.904.762;3.636;07.Oca
727-75-6477;C;Naypyitaw;Normal;Male;Electronic accessories;28.84;4;5.768;121.128;3/29/2019;14:44;Cash;115.36;4.761.904.762;5.768;06.Nis
744-02-5987;A;Yangon;Member;Male;Home and lifestyle;78.38;6;23.514;493.794;01.10.2019;14:16;Ewallet;470.28;4.761.904.762;23.514;05.Aðu
307-83-9164;A;Yangon;Member;Male;Home and lifestyle;60.01;4;12.002;252.042;1/25/2019;15:54;Cash;240.04;4.761.904.762;12.002;04.May
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle;88.61;1;44.305;930.405;1/19/2019;10:21;Cash;88.61;4.761.904.762;44.305;07.Tem
446-47-6729;C;Naypyitaw;Normal;Male;Fashion accessories;99.82;2;9.982;209.622;01.02.2019;18:09;Credit card;199.64;4.761.904.762;9.982;06.Tem
573-10-3877;B;Mandalay;Member;Male;Health and beauty;39.01;1;19.505;409.605;03.12.2019;16:46;Credit card;39.01;4.761.904.762;19.505;04.Tem
735-06-4124;C;Naypyitaw;Normal;Male;Food and beverages;48.61;1;24.305;510.405;2/25/2019;15:31;Cash;48.61;4.761.904.762;24.305;04.Nis
439-54-7422;A;Yangon;Normal;Female;Electronic accessories;51.19;4;10.238;214.998;3/18/2019;17:15;Credit card;204.76;4.761.904.762;10.238;04.Tem
396-90-2219;B;Mandalay;Normal;Female;Electronic accessories;14.96;8;5.984;125.664;2/23/2019;12:29;Cash;119.68;4.761.904.762;5.984;08.Haz
411-77-0180;A;Yangon;Member;Male;Electronic accessories;72.2;7;25.27;530.67;3/26/2019;20:14;Ewallet;505.4;4.761.904.762;25.27;04.Mar
286-01-5402;A;Yangon;Normal;Female;Sports and travel;40.23;7;140.805;2.956.905;3/30/2019;13:22;Cash;281.61;4.761.904.762;140.805;09.Haz
803-17-8013;A;Yangon;Member;Female;Home and lifestyle;88.79;8;35.516;745.836;2/17/2019;17:09;Cash;710.32;4.761.904.762;35.516;04.Oca
512-98-1403;A;Yangon;Member;Female;Electronic accessories;26.48;3;3.972;83.412;3/21/2019;10:40;Ewallet;79.44;4.761.904.762;3.972;04.Tem
848-42-2560;A;Yangon;Normal;Female;Fashion accessories;81.91;2;8.191;172.011;03.05.2019;17:43;Cash;163.82;4.761.904.762;8.191;07.Aðu
532-59-7201;B;Mandalay;Member;Male;Sports and travel;79.93;6;23.979;503.559;1/31/2019;14:04;Cash;479.58;4.761.904.762;23.979;05.May
181-94-6432;C;Naypyitaw;Member;Male;Fashion accessories;69.33;2;6.933;145.593;02.05.2019;19:05;Ewallet;138.66;4.761.904.762;6.933;09.Tem
870-76-1733;A;Yangon;Member;Female;Food and beverages;14.23;5;35.575;747.075;02.01.2019;10:08;Credit card;71.15;4.761.904.762;35.575;04.Nis
227-07-4446;C;Naypyitaw;Member;Female;Electronic accessories;78.13;10;39.065;820.365;02.10.2019;20:51;Cash;781.3;4.761.904.762;39.065;04.Nis
174-36-3675;C;Naypyitaw;Member;Male;Food and beverages;99.37;2;9.937;208.677;2/14/2019;17:29;Cash;198.74;4.761.904.762;9.937;05.Þub
603-07-0961;C;Naypyitaw;Member;Male;Electronic accessories;74.79;5;186.975;3.926.475;01.10.2019;11:34;Cash;373.95;4.761.904.762;186.975;04.Eyl
704-20-4138;C;Naypyitaw;Member;Female;Health and beauty;29.67;7;103.845;2.180.745;03.11.2019;18:58;Credit card;207.69;4.761.904.762;103.845;08.Oca
787-15-1757;C;Naypyitaw;Member;Male;Health and beauty;44.07;4;8.814;185.094;2/18/2019;16:28;Ewallet;176.28;4.761.904.762;8.814;08.Nis
649-11-3678;C;Naypyitaw;Normal;Female;Food and beverages;22.93;9;103.185;2.166.885;2/26/2019;20:26;Cash;206.37;4.761.904.762;103.185;05.May
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty;39.42;1;1.971;41.391;1/18/2019;15:08;Cash;39.42;4.761.904.762;1.971;08.Nis
372-94-8041;A;Yangon;Normal;Male;Health and beauty;15.26;6;4.578;96.138;2/15/2019;18:03;Ewallet;91.56;4.761.904.762;4.578;09.Aðu
563-91-7120;A;Yangon;Normal;Female;Fashion accessories;61.77;5;154.425;3.242.925;03.08.2019;13:21;Cash;308.85;4.761.904.762;154.425;06.Tem
746-54-5508;A;Yangon;Normal;Male;Home and lifestyle;21.52;6;6.456;135.576;1/17/2019;12:48;Credit card;129.12;4.761.904.762;6.456;09.Nis
276-54-0879;B;Mandalay;Normal;Male;Sports and travel;97.74;4;19.548;410.508;03.12.2019;19:53;Ewallet;390.96;4.761.904.762;19.548;06.Nis
815-11-1168;A;Yangon;Member;Male;Food and beverages;99.78;5;24.945;523.845;03.09.2019;19:09;Cash;498.9;4.761.904.762;24.945;05.Nis
719-76-3868;C;Naypyitaw;Member;Male;Food and beverages;94.26;4;18.852;395.892;03.12.2019;16:30;Cash;377.04;4.761.904.762;18.852;08.Haz
340-66-0321;A;Yangon;Member;Male;Electronic accessories;36.36;4;7.272;152.712;3/25/2019;13:07;Cash;145.44;4.761.904.762;7.272;07.Haz
634-97-8956;A;Yangon;Normal;Male;Food and beverages;32.9;3;4.935;103.635;2/17/2019;17:27;Credit card;98.7;4.761.904.762;4.935;09.Oca
566-71-1091;A;Yangon;Normal;Male;Fashion accessories;77.02;5;19.255;404.355;02.03.2019;15:59;Cash;385.1;4.761.904.762;19.255;05.May
442-48-3607;A;Yangon;Member;Male;Food and beverages;23.48;2;2.348;49.308;3/14/2019;11:21;Credit card;46.96;4.761.904.762;2.348;07.Eyl
527-09-6272;A;Yangon;Member;Female;Electronic accessories;28.45;5;71.125;1.493.625;3/21/2019;10:17;Credit card;142.25;4.761.904.762;71.125;09.Oca
898-04-2717;A;Yangon;Normal;Male;Fashion accessories;76.4;9;34.38;721.98;3/19/2019;15:49;Ewallet;687.6;4.761.904.762;34.38;07.May
692-27-8933;B;Mandalay;Normal;Female;Sports and travel;57.95;6;17.385;365.085;2/24/2019;13:02;Cash;347.7;4.761.904.762;17.385;05.Þub
633-09-3463;C;Naypyitaw;Normal;Female;Electronic accessories;47.65;3;71.475;1.500.975;3/28/2019;12:58;Credit card;142.95;4.761.904.762;71.475;09.May
374-17-3652;B;Mandalay;Member;Female;Food and beverages;42.82;9;19.269;404.649;02.05.2019;15:26;Credit card;385.38;4.761.904.762;19.269;08.Eyl
378-07-7001;B;Mandalay;Member;Male;Electronic accessories;48.09;3;72.135;1.514.835;02.10.2019;18:23;Credit card;144.27;4.761.904.762;72.135;07.Aðu
433-75-6987;B;Mandalay;Member;Female;Health and beauty;55.97;7;195.895;4.113.795;03.05.2019;19:06;Ewallet;391.79;4.761.904.762;195.895;08.Eyl
873-95-4984;B;Mandalay;Member;Female;Health and beauty;76.9;7;26.915;565.215;2/15/2019;20:21;Cash;538.3;4.761.904.762;26.915;07.Tem
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages;97.03;5;242.575;5.094.075;1/30/2019;16:24;Ewallet;485.15;4.761.904.762;242.575;09.Mar
150-89-8043;A;Yangon;Normal;Male;Sports and travel;44.65;3;66.975;1.406.475;2/14/2019;15:04;Cash;133.95;4.761.904.762;66.975;06.Þub
135-84-8019;A;Yangon;Normal;Female;Fashion accessories;77.93;9;350.685;7.364.385;2/27/2019;16:10;Ewallet;701.37;4.761.904.762;350.685;07.Haz
441-94-7118;A;Yangon;Member;Male;Electronic accessories;71.95;1;35.975;755.475;02.04.2019;12:14;Cash;71.95;4.761.904.762;35.975;07.Mar
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;89.25;8;35.7;749.7;1/20/2019;10:13;Cash;714;4.761.904.762;35.7;04.Tem
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories;99.3;10;49.65;1042.65;2/15/2019;14:53;Credit card;993;4.761.904.762;49.65;06.Haz
834-61-8124;A;Yangon;Normal;Male;Electronic accessories;51.69;7;180.915;3.799.215;1/26/2019;18:22;Cash;361.83;4.761.904.762;180.915;05.May
115-99-4379;B;Mandalay;Member;Female;Fashion accessories;54.73;7;191.555;4.022.655;3/14/2019;19:02;Credit card;383.11;4.761.904.762;191.555;08.May
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;30.24;1;1.512;31.752;03.04.2019;15:44;Cash;30.24;4.761.904.762;1.512;08.Nis
889-04-9723;B;Mandalay;Member;Female;Food and beverages;89.14;4;17.828;374.388;01.07.2019;12:20;Credit card;356.56;4.761.904.762;17.828;07.Aðu
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories;37.55;10;18.775;394.275;03.08.2019;20:01;Credit card;375.5;4.761.904.762;18.775;09.Mar
554-42-2417;C;Naypyitaw;Normal;Female;Sports and travel;95.44;10;47.72;1002.12;01.09.2019;13:45;Cash;954.4;4.761.904.762;47.72;05.Þub
578-80-7669;B;Mandalay;Normal;Male;Sports and travel;74.97;1;37.485;787.185;3/16/2019;16:58;Cash;74.97;4.761.904.762;37.485;05.Haz
612-36-5536;A;Yangon;Member;Male;Food and beverages;80.96;8;32.384;680.064;2/17/2019;11:12;Credit card;647.68;4.761.904.762;32.384;07.Nis
605-72-4132;C;Naypyitaw;Normal;Female;Food and beverages;94.47;8;37.788;793.548;2/27/2019;15:12;Cash;755.76;4.761.904.762;37.788;09.Oca
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle;73.22;6;21.966;461.286;1/21/2019;17:44;Cash;439.32;4.761.904.762;21.966;07.Þub
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages;41.24;4;8.248;173.208;2/19/2019;16:23;Cash;164.96;4.761.904.762;8.248;07.Oca
834-25-9262;C;Naypyitaw;Normal;Female;Fashion accessories;81.68;4;16.336;343.056;01.06.2019;12:12;Cash;326.72;4.761.904.762;16.336;09.Oca
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories;51.32;9;23.094;484.974;3/14/2019;19:33;Cash;461.88;4.761.904.762;23.094;05.Haz
201-86-2184;B;Mandalay;Member;Female;Electronic accessories;26.26;7;9.191;193.011;02.02.2019;19:40;Cash;183.82;4.761.904.762;9.191;09.Eyl
261-12-8671;B;Mandalay;Normal;Female;Fashion accessories;60.96;2;6.096;128.016;1/25/2019;19:39;Credit card;121.92;4.761.904.762;6.096;04.Eyl
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle;70.11;6;21.033;441.693;3/14/2019;17:54;Ewallet;420.66;4.761.904.762;21.033;05.Þub
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories;42.08;6;12.624;265.104;1/29/2019;12:25;Cash;252.48;4.761.904.762;12.624;08.Eyl
422-29-8786;A;Yangon;Normal;Female;Home and lifestyle;67.09;5;167.725;3.522.225;01.03.2019;16:47;Credit card;335.45;4.761.904.762;167.725;09.Oca
843-01-4703;B;Mandalay;Member;Female;Home and lifestyle;35.38;9;15.921;334.341;01.05.2019;19:50;Credit card;318.42;4.761.904.762;15.921;09.Haz
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel;95.49;7;334.215;7.018.515;2/22/2019;18:17;Ewallet;668.43;4.761.904.762;334.215;08.Tem
595-86-2894;C;Naypyitaw;Member;Male;Fashion accessories;96.98;4;19.396;407.316;02.06.2019;17:20;Ewallet;387.92;4.761.904.762;19.396;09.Nis
289-15-7034;A;Yangon;Member;Male;Sports and travel;82.33;4;16.466;345.786;01.11.2019;10:37;Credit card;329.32;4.761.904.762;16.466;07.May
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;26.61;2;2.661;55.881;3/19/2019;14:35;Cash;53.22;4.761.904.762;2.661;04.Þub
868-52-7573;B;Mandalay;Normal;Female;Food and beverages;99.69;5;249.225;5.233.725;1/14/2019;12:09;Cash;498.45;4.761.904.762;249.225;09.Eyl
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages;74.89;4;14.978;314.538;03.01.2019;15:32;Ewallet;299.56;4.761.904.762;14.978;04.Þub
662-72-2873;A;Yangon;Normal;Female;Food and beverages;40.94;5;10.235;214.935;01.06.2019;13:58;Ewallet;204.7;4.761.904.762;10.235;09.Eyl
525-88-7307;B;Mandalay;Member;Male;Sports and travel;75.82;1;3.791;79.611;1/31/2019;13:19;Cash;75.82;4.761.904.762;3.791;05.Aðu
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories;54.07;9;243.315;5.109.615;1/27/2019;14:55;Ewallet;486.63;4.761.904.762;243.315;09.May
596-42-3999;B;Mandalay;Normal;Male;Food and beverages;18.22;7;6.377;133.917;03.10.2019;14:04;Credit card;127.54;4.761.904.762;6.377;06.Haz
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories;80.48;3;12.072;253.512;2/15/2019;12:31;Cash;241.44;4.761.904.762;12.072;08.Oca
173-82-9529;B;Mandalay;Normal;Female;Fashion accessories;37.95;10;18.975;398.475;1/26/2019;14:51;Cash;379.5;4.761.904.762;18.975;09.Tem
563-36-9814;A;Yangon;Member;Male;Electronic accessories;76.82;1;3.841;80.661;2/13/2019;18:27;Ewallet;76.82;4.761.904.762;3.841;07.Þub
308-47-4913;A;Yangon;Member;Female;Sports and travel;52.26;10;26.13;548.73;03.09.2019;12:45;Credit card;522.6;4.761.904.762;26.13;06.Þub
885-17-6250;A;Yangon;Normal;Female;Health and beauty;79.74;1;3.987;83.727;03.06.2019;10:36;Ewallet;79.74;4.761.904.762;3.987;07.Mar
726-27-2396;A;Yangon;Normal;Female;Health and beauty;77.5;5;19.375;406.875;1/24/2019;20:36;Ewallet;387.5;4.761.904.762;19.375;04.Mar
316-01-3952;A;Yangon;Normal;Female;Food and beverages;54.27;5;135.675;2.849.175;3/13/2019;14:16;Ewallet;271.35;4.761.904.762;135.675;04.Haz
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle;13.59;9;61.155;1.284.255;3/15/2019;10:26;Cash;122.31;4.761.904.762;61.155;05.Aðu
793-10-3222;B;Mandalay;Member;Female;Health and beauty;41.06;6;12.318;258.678;03.05.2019;13:30;Credit card;246.36;4.761.904.762;12.318;08.Mar
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages;39.43;6;11.829;248.409;3/25/2019;20:18;Credit card;236.58;4.761.904.762;11.829;09.Nis
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle;46.22;4;9.244;194.124;03.12.2019;20:04;Credit card;184.88;4.761.904.762;9.244;06.Þub
236-86-3015;C;Naypyitaw;Member;Male;Home and lifestyle;13.98;1;0.699;14.679;02.04.2019;13:38;Ewallet;13.98;4.761.904.762;0.699;09.Aðu
831-64-0259;B;Mandalay;Normal;Female;Fashion accessories;39.75;5;99.375;2.086.875;2/22/2019;10:43;Ewallet;198.75;4.761.904.762;99.375;09.Haz
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories;97.79;7;342.265;7.187.565;2/16/2019;17:30;Ewallet;684.53;4.761.904.762;342.265;04.Eyl
732-67-5346;A;Yangon;Normal;Male;Food and beverages;13.79;5;34.475;723.975;01.11.2019;19:07;Credit card;68.95;4.761.904.762;34.475;07.Aðu
725-32-9708;B;Mandalay;Member;Female;Fashion accessories;68.71;4;13.742;288.582;01.04.2019;19:01;Cash;274.84;4.761.904.762;13.742;04.Oca
256-08-8343;A;Yangon;Normal;Female;Home and lifestyle;56.53;4;11.306;237.426;03.04.2019;19:48;Ewallet;226.12;4.761.904.762;11.306;05.May
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories;23.82;5;5.955;125.055;1/28/2019;19:24;Ewallet;119.1;4.761.904.762;5.955;05.Nis
244-08-0162;B;Mandalay;Normal;Female;Health and beauty;34.21;10;17.105;359.205;01.02.2019;13:00;Cash;342.1;4.761.904.762;17.105;05.Oca
569-71-4390;B;Mandalay;Normal;Male;Sports and travel;21.87;2;2.187;45.927;1/25/2019;14:29;Ewallet;43.74;4.761.904.762;2.187;06.Eyl
132-23-6451;A;Yangon;Member;Male;Health and beauty;20.97;5;52.425;1.100.925;01.04.2019;13:21;Cash;104.85;4.761.904.762;52.425;07.Aðu
696-90-2548;A;Yangon;Normal;Male;Sports and travel;25.84;3;3.876;81.396;03.10.2019;18:55;Ewallet;77.52;4.761.904.762;3.876;06.Haz
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle;50.93;8;20.372;427.812;3/22/2019;19:36;Ewallet;407.44;4.761.904.762;20.372;09.Þub
268-03-6164;B;Mandalay;Normal;Male;Health and beauty;96.11;1;48.055;1.009.155;1/25/2019;16:28;Ewallet;96.11;4.761.904.762;48.055;07.Aðu
750-57-9686;C;Naypyitaw;Normal;Female;Home and lifestyle;45.38;4;9.076;190.596;01.08.2019;13:48;Credit card;181.52;4.761.904.762;9.076;08.Tem
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;81.51;1;40.755;855.855;1/22/2019;10:57;Ewallet;81.51;4.761.904.762;40.755;09.Þub
848-07-1692;B;Mandalay;Normal;Female;Health and beauty;57.22;2;5.722;120.162;01.12.2019;17:13;Ewallet;114.44;4.761.904.762;5.722;08.Mar
745-71-3520;A;Yangon;Member;Female;Electronic accessories;25.22;7;8.827;185.367;02.04.2019;10:23;Cash;176.54;4.761.904.762;8.827;08.Þub
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;84.05;3;126.075;2.647.575;1/23/2019;13:29;Cash;252.15;4.761.904.762;126.075;09.Aðu
271-88-8734;C;Naypyitaw;Member;Female;Fashion accessories;97.21;10;48.605;1.020.705;02.08.2019;13:00;Credit card;972.1;4.761.904.762;48.605;08.Tem
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;25.42;8;10.168;213.528;3/19/2019;19:42;Credit card;203.36;4.761.904.762;10.168;06.Tem
269-10-8440;A;Yangon;Member;Male;Health and beauty;53.17;7;186.095;3.907.995;1/21/2019;18:01;Cash;372.19;4.761.904.762;186.095;08.Eyl
741-73-3559;B;Mandalay;Normal;Male;Sports and travel;67.27;5;168.175;3.531.675;2/27/2019;17:27;Cash;336.35;4.761.904.762;168.175;06.Eyl
325-77-6186;A;Yangon;Member;Female;Home and lifestyle;90.65;10;45.325;951.825;03.08.2019;10:53;Ewallet;906.5;4.761.904.762;45.325;07.Mar
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories;69.08;2;6.908;145.068;1/31/2019;19:48;Credit card;138.16;4.761.904.762;6.908;06.Eyl
574-57-9721;C;Naypyitaw;Normal;Male;Food and beverages;43.27;2;4.327;90.867;03.08.2019;16:53;Ewallet;86.54;4.761.904.762;4.327;05.Tem
